gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT1G31710	-1.0960989369732732	-0.4450738328092016	1.1490856479663818	0.3920871218160913	2	#FFFFB3
AT5G42820	0.7049756233389857	0.955003478088247	-0.8905452026355495	-0.7694338987916808	3	#BEBADA
AT3G56460	0.5670255322987022	1.1376466666564462	-0.883760328665743	-0.8209118702894045	6	#FDB462
AT2G40030	-0.7350823732164423	-0.929388109054667	1.037237730840675	0.6272327514304346	2	#FFFFB3
AT3G01320	1.2878108415644918	0.32647583748426917	-0.5599932223227445	-1.0542934567260172	3	#BEBADA
AT3G60690	0.7388599887563221	0.9789869772124046	-0.749817659046912	-0.9680293069218138	3	#BEBADA
AT4G03500	-0.5052122797887012	-1.1121438838912754	1.0079852699730365	0.6093708937069395	1	#8DD3C7
AT3G09720	0.8312170347841121	0.5929430794174366	-0.3349504570702729	-1.0892096571312753	3	#BEBADA
AT3G04110	0.5433169066710454	-1.2755190519554915	0.7631082580677075	-0.03090611278326282	1	#8DD3C7
AT3G53280	-0.7697750281708683	-0.759538659018497	0.9331049934241106	0.5962086937652541	2	#FFFFB3
AT5G64940	-0.3616424925864922	-1.2281831207772318	0.9178168514640066	0.6720087618997166	2	#FFFFB3
AT1G25560	0.3854266870322394	0.9017474701125429	-0.72313717928293475	-0.5640369778618471	6	#FDB462
AT1G75270	0.8430995770157577	0.5857119600440414	-0.48049641582438635	-0.9483151212354137	3	#BEBADA
AT2G19760	-0.3231183785644913	-1.1322840005077355	0.9866393065068223	0.4687630725654056	1	#8DD3C7
AT4G00670	1.204222952578965	0.4754802787000882	-0.44331385184274474	-1.236389379436309	3	#BEBADA
AT5G17700	-0.9125664696083445	-0.7251622468402625	1.074926248433998	0.5628024680146084	2	#FFFFB3
AT5G20000	-0.23617222626903178	-0.9771728875523351	0.7929362220076531	0.4204088918137131	1	#8DD3C7
AT3G06780	1.1096418974163913	0.2679228643613042	-0.48956445008402283	-0.8880003116936713	3	#BEBADA
AT4G29890	0.7809110249501766	1.0923908318841993	-1.0839219075572197	-0.7893799492771554	6	#FDB462
AT5G23580	-0.23621950437674444	-1.1771528759449028	0.7877643426324349	0.6256080376892126	2	#FFFFB3
AT1G01900	-0.8077017308137426	-0.8803331261077085	0.6959854760228995	0.9920493808985519	2	#FFFFB3
AT1G55020	0.4141818858441804	1.2859755342329884	-0.7920439939100202	-0.9081134261671479	6	#FDB462
AT2G40980	0.8737807853107719	0.8741793438521857	-0.4351659501288149	-1.3127941790341415	3	#BEBADA
AT5G59090	0.3666787541385026	1.2274678898367668	-0.7658228316479497	-0.8283238123273198	6	#FDB462
AT5G13560	1.078391497457719	0.717078893429218	-0.7115237720040478	-1.08394661888289	3	#BEBADA
AT5G46880	-0.8622636051352811	-1.005176110548021	0.8291908779920278	1.0382488376912744	2	#FFFFB3
AT4G16690	-0.7263363770078906	-0.734438777367092	0.558435857388234	0.9023392969867494	2	#FFFFB3
AT5G60460	-0.6664878696517819	-0.8884631847770947	0.4958267956870583	1.059124258741817	2	#FFFFB3
AT5G58600	-0.559599150768971	-1.0396742696858958	1.07772522068761	0.5215481997672573	1	#8DD3C7
AT4G00340	0.6330702610641699	1.118736644301361	-0.8798254931653279	-0.8719814122002015	6	#FDB462
AT4G21960	-1.0456665695438394	-0.5196954536390846	1.146780932067273	0.41858109111565395	2	#FFFFB3
AT4G17350	-0.8827879436323957	-0.9346865614830022	0.9630809216863099	0.8543935834290893	2	#FFFFB3
AT2G04400	0.5838879881884577	0.5892471239906849	-0.48349000614065757	-0.6896451060384855	3	#BEBADA
AT3G14680	-1.298129173050108	-0.3146011024872293	1.000591634651896	0.6121386408854416	2	#FFFFB3
AT3G60320	0.8309589653300296	0.7974603158021385	-0.6975866336136821	-0.9308326475184858	3	#BEBADA
AT4G32770	-0.8495584576053571	-0.5816223383816296	0.9723803230280776	0.4588004729589076	1	#8DD3C7
AT1G10200	-0.7873220136243188	-1.0211987415339765	1.1406186075433702	0.667902147614925	2	#FFFFB3
AT2G47210	1.219447101363937	0.5948188942330505	-0.7839633291600168	-1.0303026664369692	3	#BEBADA
AT4G36930	-0.822121683771769	-1.0516801211417275	1.1032387536372494	0.7705630512762466	2	#FFFFB3
AT3G16480	0.8785935309090185	0.9691871694677344	-0.8460969704001292	-1.001683729976624	3	#BEBADA
AT4G00880	1.2709746105051576	0.5491583948015197	-0.8144802771491806	-1.0056527281574954	3	#BEBADA
AT5G41700	1.087554081090808	0.7779348373228111	-0.9172945553352582	-0.9481943630783605	3	#BEBADA
AT1G58280	-0.4211020303853327	-1.2679689295246446	1.1199753926405456	0.5690955672694319	1	#8DD3C7
AT5G44100	1.1975979975796178	0.626942812391714	-0.8321445625150816	-0.9923962474562507	3	#BEBADA
AT4G01450	0.0973241589546983	-0.9422593586280777	0.6821651655897923	0.16277003408358676	1	#8DD3C7
AT1G13880	-0.8369439009938975	-0.9363844156533118	1.0331061446217888	0.7402221720254174	2	#FFFFB3
AT5G55560	-0.8693655388763685	-0.905172207427667	0.9565037455147904	0.8180340007892453	2	#FFFFB3
AT2G20820	-0.5759012456419351	-1.1752319790550407	1.1042129928941096	0.6469202318028666	1	#8DD3C7
AT2G44270	1.1509917159680365	0.6121771538127336	-0.8276621992155886	-0.9355066705651806	3	#BEBADA
AT3G26290	1.2049372108905323	0.5703099527633336	-0.8161346340986287	-0.9591125295552375	3	#BEBADA
AT1G01470	0.3413190811800529	0.735553110798413	-0.6539303948039746	-0.42294179717448976	6	#FDB462
AT2G19572	-0.9171039399142891	-0.5727229304749055	1.0408280900972655	0.4489987802919277	1	#8DD3C7
AT5G43470	0.8827220365916078	0.9362904634660003	-0.92447185538454	-0.8945406446730677	3	#BEBADA
AT3G49670	0.6364141297765173	0.7867009821285581	-0.6336359592076326	-0.7894791526974413	3	#BEBADA
AT5G28050	0.8611418231914124	1.0299679333611986	-0.9196303856789491	-0.9714793708736619	3	#BEBADA
AT5G52920	-0.7008299778421619	-0.5964100750854696	0.9996187124114596	0.2976213405161738	1	#8DD3C7
AT2G25010	1.0846661433989448	0.6349434877291369	-0.6297931769797802	-1.0898164541483015	3	#BEBADA
AT2G02090	1.293269219010288	0.43115001791180607	-0.5982091451595712	-1.1262100917625217	3	#BEBADA
AT1G16560	0.9040714518285684	0.8969175690230806	-0.941711879546792	-0.8592771413048564	3	#BEBADA
AT2G46950	-0.9717712627962545	-0.9364450436508841	1.011605825066374	0.8966104813807645	2	#FFFFB3
AT5G07180	-0.901085433167535	-0.8389242128842637	1.2861268307205722	0.4538828153312271	1	#8DD3C7
AT5G48335	0.8923862726581074	0.9153053730195789	-0.8349973639172743	-0.9726942817604137	3	#BEBADA
AT1G15910	-0.8518302121324804	-0.9871344738932335	1.1556799280192218	0.6832847580064916	2	#FFFFB3
AT2G29490	0.3097047391589784	0.7769424301473061	-0.019906826984318383	-1.0667403423219666	3	#BEBADA
AT3G25190	0.4152214131535123	1.2641216690706298	-0.8192843379848208	-0.8600587442393213	6	#FDB462
AT4G07960	-0.5592788692038337	-1.2214820949285419	0.8701592016995523	0.9106017624328234	2	#FFFFB3
AT3G05760	1.0672817454292443	0.6928053924949743	-0.5173408167094526	-1.242746321214767	3	#BEBADA
AT5G42920	1.1235830119123733	0.6331391196272148	-0.6793147580463864	-1.077407373493203	3	#BEBADA
AT5G38530	0.9364986126739662	0.9332409567541134	-1.0243573129167425	-0.845382256511336	3	#BEBADA
AT3G48280	-0.8370046540993049	-1.0277840279854238	1.0592573278634776	0.8055313542212512	1	#8DD3C7
AT5G43850	-0.5659356429614136	-0.8870955005628454	0.5004900932881048	0.952541050236154	2	#FFFFB3
